Product ID,Category,Brand,Season,Size,Color, Original Price ,Markdown Percentage, Current Price ,Purchase Date,Stock Quantity,Customer Rating,Is Returned,Return Reason
FB000563,Bottoms,Forever21,Winter,L,Navy, $48.00 ,0%, $48.00 ,06 August 2025,6,4.3,FALSE,No Action
FB000564,Dresses,H&M,Fall,XS,Gray, $119.00 ,0%, $119.00 ,06 August 2025,45,4.2,FALSE,No Action
FB000565,Shoes,Mango,Summer,M,Brown, $186.00 ,0%, $186.00 ,06 August 2025,41,2.6,FALSE,No Action
FB000566,Shoes,Mango,Summer,XL,Brown, $109.00 ,0%, $109.00 ,06 August 2025,38,4.1,FALSE,No Action
FB000567,Dresses,Gap,Winter,S,Gray, $116.00 ,43%, $66.00 ,06 August 2025,3,3.5,FALSE,No Action
FB000568,Accessories,Zara,Winter,S,Green, $41.00 ,26%, $30.00 ,06 August 2025,5,4.7,FALSE,No Action
FB000569,Tops,Uniqlo,Winter,S,Green, $94.00 ,45%, $52.00 ,06 August 2025,47,2.6,FALSE,No Action
FB000570,Accessories,Zara,Spring,S,White, $48.00 ,33%, $32.00 ,01 October 2024,39,2.8,FALSE,No Action
FB000571,Tops,Gap,Summer,M,Purple, $75.00 ,0%, $75.00 ,06 August 2025,22,2.1,TRUE,Size Issue
FB000572,Shoes,H&M,Summer,XS,White, $98.00 ,30%, $68.00 ,06 August 2025,16,3.0,FALSE,No Action
FB000573,Tops,H&M,Spring,XL,Brown, $39.00 ,0%, $39.00 ,21 January 2025,15,3.0,FALSE,No Action
FB000574,Outerwear,Uniqlo,Winter,S,White, $153.00 ,0%, $153.00 ,06 August 2025,42,2.2,FALSE,No Action
FB000575,Accessories,Ann Taylor,Summer,S,Beige, $68.00 ,0%, $68.00 ,06 August 2025,9,1.1,FALSE,No Action
FB000576,Bottoms,Ann Taylor,Fall,M,Pink, $25.00 ,39%, $15.00 ,06 August 2025,48,3.0,FALSE,No Action
FB000577,Outerwear,H&M,Fall,XXL,White, $246.00 ,0%, $246.00 ,06 August 2025,20,4.8,FALSE,No Action
FB000578,Accessories,H&M,Fall,XXL,Green, $52.00 ,0%, $52.00 ,06 August 2025,14,3.0,FALSE,No Action
FB000579,Tops,Zara,Summer,M,Navy, $33.00 ,0%, $33.00 ,06 August 2025,12,3.8,FALSE,No Action
FB000580,Shoes,H&M,Summer,M,Pink, $96.00 ,0%, $96.00 ,06 August 2025,28,3.0,FALSE,No Action
FB000581,Dresses,H&M,Spring,M,Red, $95.00 ,0%, $95.00 ,09 May 2025,47,4.9,FALSE,No Action
FB000582,Tops,Gap,Fall,M,Brown, $41.00 ,0%, $41.00 ,06 August 2025,3,1.6,FALSE,No Action
FB000583,Tops,Uniqlo,Summer,XL,Gray, $46.00 ,7%, $43.00 ,06 August 2025,35,1.3,TRUE,Quality Issue
FB000584,Bottoms,Zara,Winter,L,Beige, $25.00 ,59%, $10.00 ,06 August 2025,40,3.0,FALSE,No Action
FB000585,Outerwear,Uniqlo,Summer,L,Beige, $204.00 ,14%, $176.00 ,06 August 2025,27,3.8,FALSE,No Action
FB000586,Tops,Zara,Winter,XXL,Pink, $43.00 ,47%, $22.00 ,06 August 2025,44,4.7,FALSE,No Action
FB000587,Accessories,H&M,Summer,XXL,Blue, $40.00 ,40%, $24.00 ,06 August 2025,25,2.9,FALSE,No Action
FB000588,Bottoms,Forever21,Winter,M,Red, $73.00 ,17%, $61.00 ,06 August 2025,34,4.0,FALSE,No Action
FB000589,Accessories,Ann Taylor,Summer,M,Navy, $17.00 ,0%, $17.00 ,06 August 2025,29,4.3,FALSE,No Action
FB000590,Dresses,Gap,Winter,S,Green, $70.00 ,28%, $50.00 ,06 August 2025,23,3.0,FALSE,No Action
FB000591,Shoes,Mango,Fall,XS,Red, $79.00 ,34%, $52.00 ,06 August 2025,38,3.0,TRUE,Size Issue
FB000592,Accessories,Zara,Summer,XS,Beige, $45.00 ,0%, $45.00 ,06 August 2025,20,3.0,TRUE,Quality Issue
FB000593,Tops,H&M,Summer,XXL,Red, $63.00 ,14%, $54.00 ,06 August 2025,19,3.0,FALSE,No Action
FB000594,Bottoms,Ann Taylor,Winter,XXL,White, $55.00 ,34%, $36.00 ,06 August 2025,9,3.0,FALSE,No Action
FB000595,Dresses,Banana Republic,Fall,M,Navy, $137.00 ,0%, $137.00 ,06 August 2025,18,3.0,FALSE,No Action
FB000596,Shoes,H&M,Fall,M,White, $65.00 ,0%, $65.00 ,06 August 2025,46,3.2,FALSE,No Action
FB000597,Shoes,Uniqlo,Winter,XL,Blue, $88.00 ,0%, $88.00 ,06 August 2025,44,3.4,TRUE,Damaged
FB000598,Dresses,Mango,Fall,M,Red, $75.00 ,0%, $75.00 ,06 August 2025,6,4.6,FALSE,No Action
FB000599,Shoes,H&M,Spring,L,White, $185.00 ,0%, $185.00 ,09 May 2025,49,4.9,FALSE,No Action
FB000600,Outerwear,Mango,Fall,L,Black, $132.00 ,0%, $132.00 ,06 August 2025,45,1.6,FALSE,No Action
FB000601,Bottoms,Zara,Fall,M,White, $93.00 ,0%, $93.00 ,06 August 2025,7,3.5,FALSE,No Action
FB000602,Accessories,Ann Taylor,Fall,M,Black, $47.00 ,0%, $47.00 ,06 August 2025,38,4.2,FALSE,No Action
FB000603,Bottoms,Banana Republic,Spring,L,Green, $59.00 ,0%, $59.00 ,12 October 2024,33,2.9,FALSE,No Action
FB000604,Dresses,H&M,Winter,XXL,Black, $140.00 ,0%, $140.00 ,06 August 2025,15,2.7,FALSE,No Action
FB000605,Accessories,Uniqlo,Winter,XXL,Black, $66.00 ,0%, $66.00 ,06 August 2025,47,4.0,FALSE,No Action
FB000606,Accessories,Gap,Summer,XXL,Purple, $39.00 ,35%, $25.00 ,06 August 2025,9,4.6,FALSE,No Action
FB000607,Accessories,Zara,Fall,XXL,Red, $70.00 ,0%, $70.00 ,06 August 2025,49,1.8,FALSE,No Action
FB000608,Dresses,Zara,Spring,M,Red, $95.00 ,0%, $95.00 ,07 June 2025,36,3.0,TRUE,Quality Issue
FB000609,Accessories,Forever21,Spring,M,Red, $32.00 ,29%, $23.00 ,27 July 2025,9,1.4,FALSE,No Action
FB000610,Bottoms,Mango,Summer,XL,Purple, $41.00 ,0%, $41.00 ,06 August 2025,10,4.8,FALSE,No Action
FB000611,Bottoms,Zara,Winter,XL,Gray, $43.00 ,0%, $43.00 ,06 August 2025,34,4.9,FALSE,No Action
FB000612,Outerwear,Ann Taylor,Winter,XXL,Navy, $102.00 ,28%, $73.00 ,06 August 2025,21,2.2,TRUE,Size Issue
FB000613,Accessories,Mango,Winter,XXL,Red, $54.00 ,0%, $54.00 ,06 August 2025,15,2.6,FALSE,No Action
FB000614,Accessories,Mango,Winter,XXL,Purple, $43.00 ,0%, $43.00 ,06 August 2025,35,2.8,FALSE,No Action
FB000615,Accessories,Banana Republic,Winter,XXL,Pink, $66.00 ,0%, $66.00 ,06 August 2025,19,2.6,FALSE,No Action
FB000616,Bottoms,Banana Republic,Summer,M,White, $38.00 ,0%, $38.00 ,06 August 2025,10,3.8,FALSE,No Action
FB000617,Accessories,Zara,Summer,M,Beige, $61.00 ,0%, $61.00 ,06 August 2025,15,4.0,FALSE,No Action
FB000618,Bottoms,H&M,Spring,XS,Beige, $90.00 ,0%, $90.00 ,20 March 2025,49,2.4,TRUE,Color Mismatch
FB000619,Dresses,Mango,Fall,XL,Green, $119.00 ,0%, $119.00 ,06 August 2025,5,5.0,FALSE,No Action
FB000620,Shoes,Forever21,Fall,XXL,Red, $130.00 ,0%, $130.00 ,06 August 2025,50,4.7,FALSE,No Action
FB000621,Tops,Banana Republic,Winter,XS,Red, $49.00 ,0%, $49.00 ,06 August 2025,15,2.8,FALSE,No Action
FB000622,Accessories,Zara,Spring,XS,Purple, $46.00 ,0%, $46.00 ,25 September 2024,42,1.7,FALSE,No Action
FB000623,Accessories,Mango,Summer,XS,Brown, $69.00 ,0%, $69.00 ,06 August 2025,8,2.8,FALSE,No Action
FB000624,Accessories,Forever21,Fall,XS,Green, $32.00 ,0%, $32.00 ,06 August 2025,17,1.9,TRUE,Quality Issue
FB000625,Bottoms,Forever21,Summer,S,Black, $36.00 ,0%, $36.00 ,06 August 2025,6,4.5,TRUE,Damaged
FB000626,Bottoms,Mango,Fall,M,Beige, $93.00 ,0%, $93.00 ,06 August 2025,34,1.4,FALSE,No Action
FB000627,Tops,Gap,Winter,S,Brown, $75.00 ,0%, $75.00 ,06 August 2025,19,1.6,FALSE,No Action
FB000628,Outerwear,Zara,Fall,M,Blue, $81.00 ,12%, $71.00 ,06 August 2025,3,3.0,FALSE,No Action
FB000629,Bottoms,Uniqlo,Spring,XL,Gray, $109.00 ,0%, $109.00 ,24 July 2025,17,1.9,FALSE,No Action
FB000630,Bottoms,Ann Taylor,Fall,XL,Black, $47.00 ,0%, $47.00 ,06 August 2025,14,2.3,FALSE,No Action
FB000631,Tops,Banana Republic,Winter,S,Red, $96.00 ,0%, $96.00 ,06 August 2025,7,2.5,FALSE,No Action
FB000632,Tops,H&M,Winter,XS,Brown, $28.00 ,3%, $27.00 ,06 August 2025,2,3.0,FALSE,No Action
FB000633,Bottoms,Zara,Winter,S,Brown, $52.00 ,6%, $49.00 ,06 August 2025,42,2.6,FALSE,No Action
FB000634,Accessories,Gap,Summer,S,Pink, $67.00 ,18%, $55.00 ,06 August 2025,37,3.0,FALSE,No Action
FB000635,Dresses,Ann Taylor,Fall,S,Red, $131.00 ,0%, $131.00 ,06 August 2025,10,2.5,FALSE,No Action
FB000636,Outerwear,Ann Taylor,Spring,XS,White, $205.00 ,0%, $205.00 ,31 January 2025,38,1.0,FALSE,No Action
FB000637,Tops,Uniqlo,Winter,XL,White, $97.00 ,11%, $86.00 ,06 August 2025,27,1.3,FALSE,No Action
FB000638,Shoes,Zara,Summer,L,Gray, $109.00 ,0%, $109.00 ,06 August 2025,32,1.4,FALSE,No Action
FB000639,Bottoms,Zara,Fall,L,Gray, $52.00 ,11%, $47.00 ,06 August 2025,50,2.7,FALSE,No Action
FB000640,Bottoms,Banana Republic,Winter,XS,Pink, $70.00 ,18%, $58.00 ,06 August 2025,21,2.9,FALSE,No Action
FB000641,Dresses,Mango,Fall,L,Navy, $53.00 ,0%, $53.00 ,06 August 2025,14,4.5,TRUE,Changed Mind
FB000642,Bottoms,Banana Republic,Summer,XS,Beige, $119.00 ,46%, $64.00 ,06 August 2025,14,3.0,FALSE,No Action
FB000643,Dresses,Mango,Winter,S,Blue, $144.00 ,0%, $144.00 ,06 August 2025,41,3.6,FALSE,No Action
FB000644,Outerwear,Mango,Spring,S,Purple, $172.00 ,0%, $172.00 ,12 April 2025,43,4.7,TRUE,Quality Issue
FB000645,Outerwear,Gap,Winter,XL,Beige, $191.00 ,40%, $114.00 ,06 August 2025,21,2.9,FALSE,No Action
FB000646,Dresses,H&M,Winter,M,Black, $128.00 ,0%, $128.00 ,06 August 2025,45,2.4,FALSE,No Action
FB000647,Dresses,H&M,Summer,L,White, $123.00 ,53%, $57.00 ,06 August 2025,38,2.5,FALSE,No Action
FB000648,Outerwear,Ann Taylor,Spring,S,Purple, $119.00 ,0%, $119.00 ,04 April 2025,22,1.5,TRUE,Color Mismatch
FB000649,Bottoms,Banana Republic,Summer,XS,White, $110.00 ,0%, $110.00 ,06 August 2025,19,3.0,TRUE,Color Mismatch
FB000650,Tops,Zara,Spring,S,Purple, $58.00 ,0%, $58.00 ,02 July 2025,29,4.1,FALSE,No Action
FB000651,Outerwear,Mango,Fall,S,Green, $208.00 ,0%, $208.00 ,06 August 2025,45,1.8,FALSE,No Action
FB000652,Shoes,Ann Taylor,Winter,M,Black, $192.00 ,0%, $192.00 ,06 August 2025,43,4.3,FALSE,No Action
FB000653,Accessories,Gap,Fall,M,Red, $71.00 ,18%, $58.00 ,06 August 2025,50,1.9,FALSE,No Action
FB000654,Shoes,Zara,Summer,XS,Red, $145.00 ,0%, $145.00 ,06 August 2025,14,2.0,FALSE,No Action
FB000655,Bottoms,Mango,Summer,XXL,Brown, $51.00 ,0%, $51.00 ,06 August 2025,9,3.2,FALSE,No Action
FB000656,Accessories,Ann Taylor,Spring,XXL,Black, $77.00 ,0%, $77.00 ,07 October 2024,49,3.3,TRUE,Quality Issue
FB000657,Dresses,Mango,Summer,L,Black, $59.00 ,45%, $32.00 ,06 August 2025,14,2.6,FALSE,No Action
FB000658,Bottoms,Uniqlo,Summer,S,Red, $102.00 ,0%, $102.00 ,06 August 2025,26,3.0,TRUE,Color Mismatch
FB000659,Accessories,Banana Republic,Spring,S,Gray, $48.00 ,0%, $48.00 ,06 December 2024,12,4.7,FALSE,No Action
FB000660,Shoes,Gap,Summer,M,Navy, $121.00 ,0%, $121.00 ,06 August 2025,16,3.0,TRUE,Damaged
FB000661,Accessories,Ann Taylor,Winter,M,Navy, $59.00 ,45%, $32.00 ,06 August 2025,21,2.0,FALSE,No Action
FB000662,Tops,Ann Taylor,Spring,XS,Beige, $58.00 ,2%, $57.00 ,23 May 2025,24,3.9,FALSE,No Action
FB000663,Accessories,Forever21,Fall,XS,Green, $73.00 ,0%, $73.00 ,06 August 2025,46,2.0,FALSE,No Action
FB000664,Bottoms,H&M,Summer,XXL,Red, $114.00 ,36%, $72.00 ,06 August 2025,41,4.1,FALSE,No Action
FB000665,Bottoms,Forever21,Summer,XS,Gray, $91.00 ,11%, $81.00 ,06 August 2025,18,1.6,FALSE,No Action
FB000666,Accessories,Forever21,Winter,XS,Navy, $69.00 ,0%, $69.00 ,06 August 2025,30,3.0,TRUE,Color Mismatch
FB000667,Tops,H&M,Summer,L,Black, $72.00 ,0%, $72.00 ,06 August 2025,27,4.8,FALSE,No Action
FB000668,Bottoms,Ann Taylor,Summer,XL,Beige, $63.00 ,42%, $36.00 ,06 August 2025,35,3.2,FALSE,No Action
FB000669,Dresses,Banana Republic,Summer,XL,Blue, $74.00 ,52%, $36.00 ,06 August 2025,35,2.5,FALSE,No Action
FB000670,Outerwear,H&M,Spring,XS,Black, $158.00 ,0%, $158.00 ,16 April 2025,30,4.6,FALSE,No Action
FB000671,Shoes,Mango,Spring,M,Brown, $96.00 ,59%, $39.00 ,10 February 2025,16,3.9,FALSE,No Action
FB000672,Bottoms,H&M,Spring,XS,Purple, $51.00 ,14%, $43.00 ,16 August 2024,16,1.3,FALSE,No Action
FB000673,Bottoms,Banana Republic,Summer,L,Navy, $49.00 ,26%, $36.00 ,06 August 2025,24,3.8,FALSE,No Action
FB000674,Dresses,Mango,Spring,XS,Pink, $148.00 ,0%, $148.00 ,26 October 2024,11,2.2,TRUE,Wrong Item
FB000675,Accessories,Gap,Winter,XS,Gray, $72.00 ,0%, $72.00 ,06 August 2025,35,4.1,FALSE,No Action
FB000676,Tops,Mango,Winter,XS,Blue, $94.00 ,0%, $94.00 ,06 August 2025,5,3.3,FALSE,No Action
FB000677,Outerwear,Banana Republic,Fall,XXL,Brown, $91.00 ,0%, $91.00 ,06 August 2025,47,4.9,FALSE,No Action
FB000678,Accessories,Banana Republic,Fall,XXL,Brown, $49.00 ,58%, $20.00 ,06 August 2025,4,1.6,FALSE,No Action
FB000679,Accessories,Gap,Winter,XXL,Purple, $23.00 ,7%, $21.00 ,06 August 2025,11,1.2,FALSE,No Action
FB000680,Accessories,Zara,Spring,XXL,Red, $49.00 ,0%, $49.00 ,17 September 2024,29,4.3,FALSE,No Action
FB000681,Accessories,Forever21,Winter,XXL,Green, $25.00 ,0%, $25.00 ,06 August 2025,38,3.2,TRUE,Quality Issue
FB000682,Shoes,Mango,Summer,XS,Green, $175.00 ,0%, $175.00 ,06 August 2025,8,4.9,FALSE,No Action
FB000683,Bottoms,Ann Taylor,Summer,XS,Gray, $37.00 ,0%, $37.00 ,06 August 2025,18,1.9,FALSE,No Action
FB000684,Outerwear,Zara,Spring,M,Green, $245.00 ,0%, $245.00 ,24 June 2025,27,2.6,FALSE,No Action
FB000685,Bottoms,Banana Republic,Winter,XS,Red, $116.00 ,0%, $116.00 ,06 August 2025,13,3.2,FALSE,No Action
FB000686,Dresses,Ann Taylor,Winter,L,Pink, $103.00 ,0%, $103.00 ,06 August 2025,17,3.0,FALSE,No Action
FB000687,Outerwear,Uniqlo,Fall,M,Purple, $238.00 ,0%, $237.00 ,06 August 2025,28,2.7,FALSE,No Action
FB000688,Shoes,Uniqlo,Summer,XS,Pink, $86.00 ,13%, $75.00 ,06 August 2025,6,1.7,FALSE,No Action
FB000689,Bottoms,Mango,Summer,XS,Blue, $58.00 ,12%, $51.00 ,06 August 2025,8,3.0,FALSE,No Action
FB000690,Bottoms,Ann Taylor,Spring,XL,Beige, $41.00 ,52%, $19.00 ,16 May 2025,20,1.2,FALSE,No Action
FB000691,Tops,H&M,Spring,XL,Black, $61.00 ,46%, $33.00 ,15 July 2025,50,2.7,FALSE,No Action
FB000692,Bottoms,H&M,Fall,XS,Black, $40.00 ,0%, $40.00 ,06 August 2025,16,3.0,FALSE,No Action
FB000693,Tops,Ann Taylor,Fall,XXL,Purple, $95.00 ,45%, $51.00 ,06 August 2025,46,2.5,FALSE,No Action
FB000694,Bottoms,Zara,Fall,S,Green, $115.00 ,0%, $115.00 ,06 August 2025,43,2.5,FALSE,No Action
FB000695,Tops,H&M,Summer,S,Beige, $59.00 ,0%, $59.00 ,06 August 2025,27,3.3,FALSE,No Action
FB000696,Shoes,Uniqlo,Spring,M,Purple, $169.00 ,0%, $169.00 ,14 July 2025,12,1.2,FALSE,No Action
FB000697,Shoes,Mango,Winter,S,Black, $117.00 ,22%, $90.00 ,06 August 2025,42,2.8,TRUE,Color Mismatch
FB000698,Tops,Mango,Winter,S,Pink, $118.00 ,0%, $118.00 ,06 August 2025,18,1.9,TRUE,Quality Issue
FB000699,Accessories,Uniqlo,Fall,S,Red, $39.00 ,0%, $39.00 ,06 August 2025,39,3.0,FALSE,No Action
FB000700,Tops,H&M,Winter,L,Beige, $74.00 ,0%, $74.00 ,06 August 2025,31,3.8,TRUE,Wrong Item
FB000701,Bottoms,H&M,Spring,XS,Brown, $62.00 ,0%, $62.00 ,26 May 2025,5,3.5,FALSE,No Action
FB000702,Accessories,H&M,Summer,XS,Gray, $73.00 ,0%, $73.00 ,06 August 2025,1,1.8,FALSE,No Action
FB000703,Accessories,Mango,Spring,XS,Black, $77.00 ,35%, $50.00 ,05 August 2025,11,3.0,FALSE,No Action
FB000704,Tops,Forever21,Summer,XS,Red, $94.00 ,0%, $94.00 ,06 August 2025,20,3.0,FALSE,No Action
FB000705,Bottoms,Ann Taylor,Spring,XS,Navy, $60.00 ,0%, $60.00 ,01 September 2024,35,3.3,FALSE,No Action
FB000706,Bottoms,Mango,Summer,XXL,Brown, $94.00 ,0%, $94.00 ,06 August 2025,28,1.5,FALSE,No Action
FB000707,Accessories,Uniqlo,Winter,XXL,Blue, $30.00 ,8%, $28.00 ,06 August 2025,43,4.7,FALSE,No Action
FB000708,Dresses,Mango,Summer,XS,Navy, $97.00 ,0%, $97.00 ,06 August 2025,24,3.9,FALSE,No Action
FB000709,Bottoms,Forever21,Summer,M,Purple, $57.00 ,35%, $37.00 ,06 August 2025,17,3.0,FALSE,No Action
FB000710,Tops,Zara,Fall,M,White, $51.00 ,20%, $41.00 ,06 August 2025,39,1.3,FALSE,No Action
FB000711,Accessories,Ann Taylor,Spring,M,Black, $61.00 ,45%, $33.00 ,03 February 2025,46,3.0,FALSE,No Action
FB000712,Outerwear,Banana Republic,Summer,L,Purple, $189.00 ,0%, $189.00 ,06 August 2025,41,2.7,TRUE,Wrong Item
FB000713,Tops,Banana Republic,Summer,XXL,Purple, $86.00 ,36%, $55.00 ,06 August 2025,2,4.9,FALSE,No Action
FB000714,Bottoms,Ann Taylor,Spring,S,Navy, $102.00 ,0%, $102.00 ,10 September 2024,27,1.8,FALSE,No Action
FB000715,Outerwear,Zara,Fall,XXL,Green, $225.00 ,0%, $225.00 ,06 August 2025,27,3.1,TRUE,Changed Mind
FB000716,Dresses,Uniqlo,Winter,XL,Gray, $48.00 ,28%, $35.00 ,06 August 2025,0,4.1,FALSE,No Action
FB000717,Outerwear,Forever21,Fall,L,Pink, $145.00 ,0%, $145.00 ,06 August 2025,19,1.5,FALSE,No Action
FB000718,Outerwear,Banana Republic,Winter,L,Green, $225.00 ,44%, $127.00 ,06 August 2025,30,3.2,FALSE,No Action
FB000719,Outerwear,Uniqlo,Summer,XL,Green, $202.00 ,40%, $121.00 ,06 August 2025,20,4.1,FALSE,No Action
FB000720,Tops,Uniqlo,Fall,XL,Blue, $51.00 ,0%, $51.00 ,06 August 2025,28,3.0,FALSE,No Action
FB000721,Tops,Uniqlo,Summer,L,Gray, $75.00 ,0%, $75.00 ,06 August 2025,21,3.0,FALSE,No Action
FB000722,Shoes,Gap,Spring,S,Pink, $92.00 ,55%, $41.00 ,19 January 2025,44,2.2,FALSE,No Action
FB000723,Accessories,Zara,Fall,S,Blue, $56.00 ,0%, $56.00 ,06 August 2025,49,4.2,FALSE,No Action
FB000724,Tops,Mango,Fall,L,Pink, $108.00 ,0%, $108.00 ,06 August 2025,38,3.8,FALSE,No Action
FB000725,Dresses,Uniqlo,Spring,S,Red, $156.00 ,0%, $156.00 ,01 April 2025,48,3.4,FALSE,No Action
FB000726,Outerwear,Uniqlo,Spring,XS,Brown, $168.00 ,0%, $168.00 ,18 April 2025,42,2.5,FALSE,No Action
FB000727,Shoes,Forever21,Summer,S,Green, $145.00 ,57%, $62.00 ,06 August 2025,46,3.0,FALSE,No Action
FB000728,Bottoms,Gap,Winter,S,White, $54.00 ,0%, $54.00 ,06 August 2025,32,3.0,FALSE,No Action
FB000729,Accessories,Zara,Fall,S,Navy, $45.00 ,0%, $45.00 ,06 August 2025,36,3.6,TRUE,Size Issue
FB000730,Bottoms,Mango,Fall,S,Red, $46.00 ,0%, $46.00 ,06 August 2025,38,2.7,FALSE,No Action
FB000731,Dresses,Banana Republic,Winter,S,Gray, $75.00 ,0%, $75.00 ,06 August 2025,42,1.7,TRUE,Quality Issue
FB000732,Dresses,Mango,Summer,XL,White, $70.00 ,0%, $70.00 ,06 August 2025,37,2.0,FALSE,No Action
FB000733,Bottoms,H&M,Summer,M,Pink, $76.00 ,0%, $76.00 ,06 August 2025,13,4.4,FALSE,No Action
FB000734,Shoes,Uniqlo,Summer,XS,Black, $110.00 ,16%, $93.00 ,06 August 2025,43,3.0,TRUE,Size Issue
FB000735,Accessories,Forever21,Fall,XS,Navy, $47.00 ,0%, $47.00 ,06 August 2025,42,4.7,FALSE,No Action
FB000736,Accessories,Gap,Spring,XS,Red, $79.00 ,0%, $79.00 ,31 July 2025,26,3.8,FALSE,No Action
FB000737,Bottoms,Banana Republic,Fall,XXL,Navy, $74.00 ,0%, $74.00 ,06 August 2025,15,4.6,FALSE,No Action
FB000738,Dresses,Forever21,Fall,XXL,Brown, $63.00 ,36%, $41.00 ,06 August 2025,15,3.1,TRUE,Quality Issue
FB000739,Bottoms,Ann Taylor,Fall,XXL,Brown, $49.00 ,0%, $49.00 ,06 August 2025,32,4.7,FALSE,No Action
FB000740,Tops,Zara,Spring,XL,Red, $57.00 ,0%, $57.00 ,13 March 2025,33,3.9,FALSE,No Action
FB000741,Dresses,Uniqlo,Summer,XL,Pink, $135.00 ,0%, $135.00 ,06 August 2025,34,3.0,FALSE,No Action
FB000742,Dresses,Mango,Winter,S,Purple, $53.00 ,22%, $41.00 ,06 August 2025,41,2.1,FALSE,No Action
FB000743,Tops,Forever21,Summer,S,Pink, $113.00 ,34%, $74.00 ,06 August 2025,10,3.0,FALSE,No Action
FB000744,Tops,H&M,Winter,L,White, $110.00 ,6%, $104.00 ,06 August 2025,15,3.0,FALSE,No Action
FB000745,Tops,Ann Taylor,Fall,L,Navy, $94.00 ,0%, $94.00 ,06 August 2025,16,3.0,FALSE,No Action
FB000746,Accessories,Forever21,Spring,L,Red, $37.00 ,0%, $37.00 ,08 October 2024,9,4.6,FALSE,No Action
FB000747,Outerwear,Ann Taylor,Winter,XXL,Gray, $200.00 ,23%, $154.00 ,06 August 2025,38,3.0,FALSE,No Action
FB000748,Accessories,Forever21,Winter,XXL,Purple, $43.00 ,0%, $43.00 ,06 August 2025,50,4.0,FALSE,No Action
FB000749,Bottoms,Forever21,Summer,L,Red, $76.00 ,10%, $69.00 ,06 August 2025,20,2.0,FALSE,No Action
FB000750,Accessories,Forever21,Fall,L,White, $21.00 ,0%, $21.00 ,06 August 2025,33,4.1,TRUE,Size Issue
FB000751,Dresses,Banana Republic,Winter,XL,Green, $55.00 ,0%, $55.00 ,06 August 2025,18,3.0,FALSE,No Action
FB000752,Outerwear,H&M,Spring,XXL,White, $122.00 ,0%, $122.00 ,21 September 2024,25,3.0,FALSE,No Action
FB000753,Accessories,Uniqlo,Summer,XXL,Beige, $61.00 ,0%, $61.00 ,06 August 2025,34,2.6,FALSE,No Action
FB000754,Outerwear,Uniqlo,Spring,XS,Brown, $127.00 ,0%, $127.00 ,08 May 2025,1,4.9,FALSE,No Action
FB000755,Accessories,Ann Taylor,Summer,XS,Navy, $73.00 ,0%, $73.00 ,06 August 2025,44,4.2,FALSE,No Action
FB000756,Outerwear,Uniqlo,Winter,XL,Beige, $129.00 ,0%, $129.00 ,06 August 2025,32,4.0,FALSE,No Action
FB000757,Accessories,Banana Republic,Winter,XL,White, $51.00 ,0%, $51.00 ,06 August 2025,33,3.0,FALSE,No Action
FB000758,Dresses,H&M,Spring,L,Gray, $173.00 ,0%, $173.00 ,12 April 2025,13,3.9,FALSE,No Action
FB000759,Accessories,Uniqlo,Summer,L,Green, $70.00 ,0%, $70.00 ,06 August 2025,18,2.8,FALSE,No Action
FB000760,Dresses,Forever21,Summer,S,Black, $126.00 ,0%, $126.00 ,06 August 2025,42,2.0,FALSE,No Action
FB000761,Bottoms,Zara,Winter,XXL,Blue, $84.00 ,10%, $76.00 ,06 August 2025,45,2.1,FALSE,No Action
FB000762,Accessories,Forever21,Summer,XXL,Pink, $59.00 ,45%, $32.00 ,06 August 2025,41,2.3,TRUE,Color Mismatch
FB000763,Outerwear,Mango,Fall,M,Green, $195.00 ,0%, $194.00 ,06 August 2025,30,2.9,FALSE,No Action
FB000764,Dresses,Gap,Spring,S,White, $107.00 ,8%, $99.00 ,10 September 2024,21,4.6,FALSE,No Action
FB000765,Shoes,H&M,Spring,L,Blue, $63.00 ,0%, $63.00 ,08 November 2024,35,2.9,FALSE,No Action
FB000766,Bottoms,Gap,Fall,L,Blue, $58.00 ,0%, $58.00 ,06 August 2025,17,2.0,FALSE,No Action
FB000767,Bottoms,H&M,Summer,L,Green, $93.00 ,0%, $93.00 ,06 August 2025,18,3.7,FALSE,No Action
FB000768,Dresses,Forever21,Spring,XL,Green, $147.00 ,37%, $93.00 ,08 September 2024,37,3.3,FALSE,No Action
FB000769,Tops,Uniqlo,Fall,L,Gray, $30.00 ,0%, $30.00 ,06 August 2025,25,2.5,FALSE,No Action
FB000770,Tops,Zara,Fall,S,White, $104.00 ,2%, $103.00 ,06 August 2025,33,2.0,FALSE,No Action
FB000771,Dresses,H&M,Winter,XS,Blue, $75.00 ,0%, $75.00 ,06 August 2025,2,2.8,FALSE,No Action
FB000772,Bottoms,Gap,Winter,M,Red, $54.00 ,0%, $54.00 ,06 August 2025,18,4.2,FALSE,No Action
FB000773,Shoes,Ann Taylor,Summer,XS,Black, $126.00 ,26%, $93.00 ,06 August 2025,40,1.5,TRUE,Size Issue
FB000774,Shoes,Banana Republic,Summer,XS,Blue, $63.00 ,53%, $30.00 ,06 August 2025,23,3.0,FALSE,No Action
FB000775,Accessories,Uniqlo,Winter,XS,Red, $75.00 ,0%, $75.00 ,06 August 2025,32,3.1,FALSE,No Action
